,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
2665,MADHYA MAHARASHTRA,1944,0.8,0.7,10.3,0.1,21.4,132.2,421.7,227.8,142.1,115.3,13.6,0.0,1086.0,1.6,31.8,923.7,128.9
2666,MADHYA MAHARASHTRA,1945,4.2,0.0,0.0,9.8,5.2,125.6,263.7,209.0,132.4,37.1,6.3,0.0,793.4,4.2,15.0,730.7,43.4
2667,MADHYA MAHARASHTRA,1946,0.0,2.9,0.0,22.0,34.3,138.4,288.5,255.9,170.3,23.1,152.8,15.4,1103.6,2.9,56.3,853.1,191.3
2668,MADHYA MAHARASHTRA,1947,18.7,1.4,4.4,31.0,19.6,63.0,230.6,272.8,216.2,23.0,10.3,14.6,905.7,20.0,55.0,782.7,48.0
2669,MADHYA MAHARASHTRA,1948,16.9,0.7,4.3,7.6,8.9,191.0,239.6,181.4,162.0,66.6,137.1,0.1,1016.3,17.6,20.7,774.1,203.8
2670,MADHYA MAHARASHTRA,1949,0.0,0.0,2.0,4.8,58.4,102.0,201.3,174.0,323.1,82.2,5.7,0.0,953.7,0.0,65.3,800.4,87.9
2671,MADHYA MAHARASHTRA,1950,0.0,0.2,1.5,5.9,23.2,59.5,400.2,102.9,248.8,87.3,2.2,0.8,932.6,0.2,30.6,811.4,90.3
2672,MADHYA MAHARASHTRA,1951,0.1,0.0,0.5,9.3,29.5,150.1,250.2,136.3,71.7,128.9,20.1,0.0,797.0,0.1,39.4,608.3,149.1
2673,MADHYA MAHARASHTRA,1952,0.0,1.9,0.0,8.9,18.9,131.2,268.8,139.1,57.1,56.7,0.0,0.8,683.3,1.9,27.8,596.2,57.5
2674,MADHYA MAHARASHTRA,1953,1.2,0.0,0.1,24.5,2.0,186.3,216.5,220.2,126.8,116.1,0.0,0.0,893.6,1.2,26.5,749.8,116.1
2675,MADHYA MAHARASHTRA,1954,2.0,0.4,16.0,6.0,15.8,158.5,305.3,171.7,263.0,30.1,0.0,16.2,985.1,2.4,37.8,898.5,46.4
2676,MADHYA MAHARASHTRA,1955,3.2,0.0,6.8,12.2,25.8,140.9,149.6,254.3,218.9,159.0,10.4,0.0,981.0,3.2,44.7,763.7,169.4
2677,MADHYA MAHARASHTRA,1956,1.5,0.2,1.1,11.3,91.2,111.0,360.5,252.0,165.8,148.0,90.1,1.1,1233.8,1.7,103.6,889.3,239.2
2678,MADHYA MAHARASHTRA,1957,0.1,0.0,4.8,20.9,36.9,177.8,196.4,202.2,98.7,85.1,26.8,0.1,849.8,0.1,62.6,675.1,112.0
2679,MADHYA MAHARASHTRA,1958,1.6,0.0,5.4,23.6,32.9,101.9,393.3,296.6,112.1,57.4,29.2,0.1,1054.1,1.6,61.9,903.9,86.7
2680,MADHYA MAHARASHTRA,1959,2.4,0.0,0.0,16.8,39.3,174.7,344.3,199.0,202.7,84.7,54.9,0.1,1118.9,2.4,56.1,920.7,139.7
2681,MADHYA MAHARASHTRA,1960,3.6,0.0,3.0,5.1,61.3,146.4,235.0,138.0,229.0,44.9,18.8,0.8,885.9,3.6,69.5,748.4,64.4
2682,MADHYA MAHARASHTRA,1961,0.3,0.1,0.5,9.8,104.2,163.5,411.9,135.0,104.8,128.0,10.0,2.5,1070.5,0.4,114.5,815.2,140.4
2683,MADHYA MAHARASHTRA,1962,0.2,0.1,6.7,12.9,57.2,46.8,287.5,164.0,199.9,51.9,23.0,48.8,899.0,0.3,76.8,698.3,123.6
2684,MADHYA MAHARASHTRA,1963,0.8,4.3,14.0,12.0,23.3,138.6,252.3,268.7,72.7,93.5,19.1,0.6,899.9,5.1,49.3,732.3,113.2
2685,MADHYA MAHARASHTRA,1964,0.0,0.0,4.1,6.2,7.0,139.8,238.9,242.3,223.1,60.0,23.3,0.9,945.7,0.0,17.3,844.0,84.3
2686,MADHYA MAHARASHTRA,1965,5.8,0.2,0.3,10.2,12.3,82.9,380.7,200.3,54.8,10.0,4.6,28.5,790.7,6.1,22.9,718.7,43.0
2687,MADHYA MAHARASHTRA,1966,1.9,0.5,1.4,2.1,81.5,83.8,315.0,94.0,149.0,14.5,82.6,11.2,837.3,2.4,85.0,641.7,108.3
